gene_id	r2	gene_name
ENSG00000178642	0.0302052323641595	AL513477.1
ENSG00000116151	0.0265013000546214	MORN1
ENSG00000149527	0.0185689391438773	PLCH2
ENSG00000157881	0.0031158519240302	PANK4
ENSG00000238164	0.0119918791791559	RP3-395M20.8
ENSG00000157870	0.0137806782555354	FAM213B
ENSG00000142606	0.0686668126987756	MMEL1
ENSG00000162591	0.00533848656352394	MEGF6
ENSG00000116213	0.0177251578189382	WRAP73
ENSG00000227372	0.00797989345812111	TP73-AS1
ENSG00000235169	0.0982008993621191	SMIM1
ENSG00000130764	0.00949264700518283	LRRC47
ENSG00000116198	0.0737856595697872	CEP104
ENSG00000198912	0.0178350025030502	C1orf174
ENSG00000069424	0.00794851144162914	KCNAB2
ENSG00000131697	0.0198974214887476	NPHP4
ENSG00000158286	0.0181011120349734	RNF207
ENSG00000116237	0.0142054278843837	ICMT
ENSG00000187017	0.0301996652042953	ESPN
ENSG00000215788	0.0047910018599218	TNFRSF25
ENSG00000171680	0.0482073927435632	PLEKHG5
ENSG00000162408	0.00904956966866039	NOL9
ENSG00000204859	0.00624520149425924	ZBTB48
ENSG00000116273	0.0149701765812767	PHF13
ENSG00000041988	0.00356259700223235	THAP3
ENSG00000049245	0.00616766642167653	VAMP3
ENSG00000049246	0.00952956780346566	PER3
ENSG00000049247	0.149855738502639	UTS2
ENSG00000116288	0.00709708094419944	PARK7
ENSG00000142599	0.00904451418469555	RERE
ENSG00000232208	0.0129729115022081	RP3-477M7.5
ENSG00000131686	0.04213327349125	CA6
ENSG00000142583	0.00540694507763267	SLC2A5
ENSG00000180758	0.0133485712752454	GPR157
ENSG00000049239	0.0104004143010677	H6PD
ENSG00000171621	0.0341131320797682	SPSB1
ENSG00000231789	0.0268445819286724	RP11-558F24.4
ENSG00000171603	0.00226569612282156	CLSTN1
ENSG00000130939	0.00355703109304096	UBE4B
ENSG00000054523	0.00261066665659479	KIF1B
ENSG00000241563	0.0263276519959133	CORT
ENSG00000142655	0.00712408340978062	PEX14
ENSG00000130940	0.0048083492086155	CASZ1
ENSG00000198793	0.0147877208800841	MTOR
ENSG00000132879	0.0036722902520148	FBXO44
ENSG00000116661	0.0312500148321939	FBXO2
ENSG00000116663	0.00896620417942782	FBXO6
ENSG00000162490	0.0169366037334912	DRAXIN
ENSG00000177000	0.0638015648890105	MTHFR
ENSG00000011021	0.0202533165281587	CLCN6
ENSG00000242349	0.143669926709821	NPPA-AS1
ENSG00000175206	0.0284211249465866	NPPA
ENSG00000120937	0.0207094478275452	NPPB
ENSG00000116685	0.00770493989476095	KIAA2013
ENSG00000083444	0.0352609764977438	PLOD1
ENSG00000116688	0.106512507714141	MFN2
ENSG00000116691	0.0188068792803814	MIIP
ENSG00000120949	0.00593429740006495	TNFRSF8
ENSG00000048707	0.00653143959196619	VPS13D
ENSG00000189337	0.100451670516413	KAZN
ENSG00000228140	0.0152127475285916	RP3-467K16.4
ENSG00000142634	0.00218989861621707	EFHD2
ENSG00000162438	0.0154721904102645	CTRC
ENSG00000132906	0.00635570381055291	CASP9
ENSG00000116786	0.00678657172066047	PLEKHM2
ENSG00000162461	0.0223336685407366	SLC25A34
ENSG00000178715	0.0230466473300954	RP11-169K16.8
ENSG00000179743	0.00860938935543026	RP11-169K16.9
ENSG00000116809	0.00261420502892789	ZBTB17
ENSG00000142632	0.110451908766405	ARHGEF19
ENSG00000237276	0.0933195653464123	ANO7P1
ENSG00000132881	0.0289581558841875	RSG1
ENSG00000233929	0.0140768720390241	MT1XP1
ENSG00000055070	0.00286013791603945	SZRD1
ENSG00000157191	0.0172669579441744	NECAP2
ENSG00000226029	0.0284091459476296	RP4-798A10.2
ENSG00000219481	0.0269746055521182	NBPF1
ENSG00000215908	0.0299648327348198	CROCCP2
ENSG00000058453	0.0152061352151864	CROCC
ENSG00000186715	0.0693985697478525	MST1L
ENSG00000235241	0.018399494916529	RP11-108M9.5
ENSG00000238142	0.0248896058333616	RP11-108M9.4
ENSG00000117118	0.00227250159771089	SDHB
ENSG00000117115	0.0901854727118042	PADI2
ENSG00000159339	0.00573446250879968	PADI4
ENSG00000269468	0.02075772601472	AC004824.2
ENSG00000256049	0.163208915423576	PADI6
ENSG00000179051	0.00421450534802432	RCC2
ENSG00000159423	0.02013913044952	ALDH4A1
ENSG00000127463	0.00275341187287401	EMC1
ENSG00000053372	0.00735476269141366	MRTO4
ENSG00000211454	0.020211082323445	AKR7L
ENSG00000162482	0.0136727665900477	AKR7A3
ENSG00000053371	0.00504124912296911	AKR7A2
ENSG00000040487	0.0109615224234007	PQLC2
ENSG00000173436	0.00861386047766185	MINOS1
ENSG00000158747	0.0117252485301725	NBL1
ENSG00000158748	0.088237107482726	HTR6
ENSG00000162542	0.00846996292433385	TMCO4
ENSG00000169914	0.00771996483663331	OTUD3
ENSG00000090432	0.00811509002354754	MUL1
ENSG00000158825	0.0109710942789716	CDA
ENSG00000244038	0.00443358008867142	DDOST
ENSG00000127483	0.00836494253177197	HP1BP3
ENSG00000236936	0.0175048028707844	RP3-329E20.2
ENSG00000117298	0.00483061334033525	ECE1
ENSG00000227001	0.0403536471466148	NBPF2P
ENSG00000142794	0.245052164942163	NBPF3
ENSG00000233431	0.00614764985150484	RP11-63N8.3
ENSG00000076864	0.0828412744410836	RAP1GAP
ENSG00000090686	0.00540955839694751	USP48
ENSG00000142798	0.00902821253397887	HSPG2
ENSG00000218510	0.0334133397361593	LINC00339
ENSG00000070831	0.0051624131737098	CDC42
ENSG00000184677	0.00813325122562737	ZBTB40
ENSG00000173372	0.00801179534793447	C1QA
ENSG00000173369	0.00626037192347591	C1QB
ENSG00000133216	0.0267571720689382	EPHB2
ENSG00000261326	0.00840812002001378	RP5-1057J7.6
ENSG00000249087	0.0111750164626761	C1orf213
ENSG00000011007	0.0178819629498488	TCEB3
ENSG00000057757	0.00614142680851752	PITHD1
ENSG00000179163	0.0220264300764102	FUCA1
ENSG00000189266	0.114803387983218	PNRC2
ENSG00000188529	0.00824496376536073	SRSF10
ENSG00000001460	0.0167835439761726	STPG1
ENSG00000117602	0.00201409345338249	RCAN3
ENSG00000117614	0.00190004863477437	SYF2
ENSG00000261349	0.203641060169814	RP3-465N24.5
ENSG00000187010	0.185628112000097	RHD
ENSG00000224183	0.134723461457386	SDHDP6
ENSG00000117616	0.00240203119073923	C1orf63
ENSG00000183726	0.0118824013512816	TMEM50A
ENSG00000188672	0.00470844716178825	RHCE
ENSG00000157978	0.0162897865114775	LDLRAP1
ENSG00000130695	0.00861225535252192	CEP85
ENSG00000142669	0.00157095144265261	SH3BGRL3
ENSG00000169442	0.031065035201366	CD52
ENSG00000158062	0.00469619585179413	UBXN11
ENSG00000176092	0.0138442718475637	AIM1L
ENSG00000117682	0.00834584741327575	DHDDS
ENSG00000225891	0.0125346400299438	RP3-476K8.3
ENSG00000198830	0.00404998332127336	HMGN2
ENSG00000224129	0.00569370764990461	DPPA2P2
ENSG00000060642	0.0126446840498445	PIGV
ENSG00000204160	0.00313428823312889	ZDHHC18
ENSG00000253368	0.0272934204625086	TRNP1
ENSG00000090020	0.00175290533865126	SLC9A1
ENSG00000142784	0.00186502416691819	WDTC1
ENSG00000186501	0.00146562167323984	TMEM222
ENSG00000142765	0.00421064604300122	SYTL1
ENSG00000142733	0.0205845659908651	MAP3K6
ENSG00000181773	0.0160584504649506	GPR3
ENSG00000158195	0.00377014375411868	WASF2
ENSG00000130775	0.00287868533594614	THEMIS2
ENSG00000117748	0.0826359108456198	RPA2
ENSG00000130768	0.018560159941033	SMPDL3B
ENSG00000158156	0.00254609771673268	XKR8
ENSG00000238231	0.014633520861814	RP11-460I13.6
ENSG00000158161	0.0515365023130359	EYA3
ENSG00000126698	0.011741498964857	DNAJC8
ENSG00000130770	0.0216028607483298	ATPIF1
ENSG00000270605	0.0155293275822975	RP5-1092A3.4
ENSG00000130766	0.0119841369773929	SESN2
ENSG00000204138	0.0198233474888067	PHACTR4
ENSG00000180198	0.00711564857415801	RCC1
ENSG00000197989	0.00239932121233191	SNHG12
ENSG00000162419	0.00779057723952889	GMEB1
ENSG00000198492	0.00329525833075414	YTHDF2
ENSG00000159023	0.00386278400026614	EPB41
ENSG00000116350	0.00235274053084556	SRSF4
ENSG00000116353	0.00759269750964313	MECR
ENSG00000060656	0.0150630816111492	PTPRU
ENSG00000186056	0.00383776958839892	MATN1-AS1
ENSG00000162510	0.0173366904146396	MATN1
ENSG00000162511	0.00263932829725428	LAPTM5
ENSG00000162512	0.00937057577243602	SDC3
ENSG00000134644	0.00252082896445705	PUM1
ENSG00000168528	0.0725840147710689	SERINC2
ENSG00000220785	0.0344428044141613	MTMR9LP
ENSG00000183615	0.00759224420733981	FAM167B
ENSG00000176261	0.0099629014819036	ZBTB8OS
ENSG00000162521	0.00430514365587459	RBBP4
ENSG00000162522	0.0118668108803823	KIAA1522
ENSG00000116497	0.0484448571617811	S100PBP
ENSG00000267885	0.0177039240943904	FKSG48
ENSG00000217644	0.026249394128663	RP4-803A2.1
ENSG00000160094	0.00501782850468676	ZNF362
ENSG00000184389	0.0450271694665844	A3GALT2
ENSG00000134686	0.00152385768268266	PHC2
ENSG00000187513	0.0161429330320257	GJA4
ENSG00000163866	0.00837312312188061	SMIM12
ENSG00000116544	0.0613528445370415	DLGAP3
ENSG00000197056	0.0063530655639422	ZMYM1
ENSG00000239636	0.0121833868227891	RP4-728D4.2
ENSG00000126067	0.0022343874050121	PSMB2
ENSG00000116871	0.0205102730060011	MAP7D1
ENSG00000142694	0.013733735046344	EVA1B
ENSG00000116883	0.0313815208284636	RP11-268J15.5
ENSG00000233621	0.0444130730292674	LINC01137
ENSG00000163874	0.0054852017171595	ZC3H12A
ENSG00000163875	0.0132587203549678	MEAF6
ENSG00000134697	0.0045943649728221	GNL2
ENSG00000116922	0.0126874549258973	C1orf109
ENSG00000204084	0.0756128782955373	INPP5B
ENSG00000183431	0.0523901327032558	SF3A3
ENSG00000183386	0.0878368312053221	FHL3
ENSG00000183520	0.0079117717835589	UTP11L
ENSG00000168653	0.0143116225978892	NDUFS5
ENSG00000127603	0.00278241526224471	MACF1
ENSG00000270040	0.00876017006518735	RP11-416A14.1
ENSG00000183682	0.0197355005365258	BMP8A
ENSG00000182109	0.0362650378619951	RP11-69E11.4
ENSG00000243970	0.0243476978386258	PPIEL
ENSG00000090621	0.00222057805253337	PABPC4
ENSG00000163909	0.015620262038486	HEYL
ENSG00000116983	0.0479213076332016	HPCAL4
ENSG00000084072	0.0924866958832542	PPIE
ENSG00000261798	0.0172698313147092	RP1-118J21.25
ENSG00000043514	0.0169342501963387	TRIT1
ENSG00000116990	0.0043527917989212	MYCL
ENSG00000131238	0.043431674654439	PPT1
ENSG00000084073	0.00145774147009028	ZMPSTE24
ENSG00000049089	0.00595496903703442	COL9A2
ENSG00000238287	0.0277534654198106	RP11-656D10.3
ENSG00000164002	0.0163111780098703	EXO5
ENSG00000117010	0.00813941736155173	ZNF684
ENSG00000179862	0.0240342060375638	CITED4
ENSG00000171793	0.00728738959111654	CTPS1
ENSG00000127124	0.00450496908700786	HIVEP3
ENSG00000127125	0.00151387113177185	PPCS
ENSG00000186409	0.0102160536441009	CCDC30
ENSG00000117385	0.0038279149979452	LEPRE1
ENSG00000164008	0.00998661417153072	C1orf50
ENSG00000228452	0.0298145727847962	RP5-994D16.9
ENSG00000177868	0.0388672936585664	CCDC23
ENSG00000227533	0.0353799816431975	SLC2A1-AS1
ENSG00000117395	0.0030889201130032	EBNA1BP2
ENSG00000178922	0.00697678250554441	HYI
ENSG00000117408	0.00556949216786007	IPO13
ENSG00000132768	0.00816275190492824	DPH2
ENSG00000117410	0.00286993270950234	ATP6V0B
ENSG00000159214	0.100087475423707	CCDC24
ENSG00000187147	0.0023001213779366	RNF220
ENSG00000126106	0.00867216334407713	TMEM53
ENSG00000142937	0.00247334591622234	RPS8
ENSG00000222009	0.00487422234540359	BTBD19
ENSG00000126107	0.00403839065952663	HECTD3
ENSG00000132781	0.00260646997159029	MUTYH
ENSG00000070759	0.0239801511271747	TESK2
ENSG00000236624	0.277562485918405	CCDC163P
ENSG00000117450	0.00269265091861242	PRDX1
ENSG00000117448	0.00180241995088541	AKR1A1
ENSG00000086015	0.0101615908136537	MAST2
ENSG00000117461	0.0107250183247054	PIK3R3
ENSG00000085998	0.00213058586422503	POMGNT1
ENSG00000132128	0.0026698450658172	LRRC41
ENSG00000117481	0.147117353396961	NSUN4
ENSG00000117480	0.0427046180845546	FAAH
ENSG00000269956	0.0100247318317129	MKNK1-AS1
ENSG00000079277	0.00702412252911831	MKNK1
ENSG00000142961	0.0188530939998302	MOB3C
ENSG00000159658	0.0101775484027793	EFCAB14
ENSG00000224805	0.0193350102927622	LINC00853
ENSG00000162366	0.027546573491363	PDZK1IP1
ENSG00000123473	0.00796942879257608	STIL
ENSG00000162368	0.0014961024550417	CMPK1
ENSG00000185104	0.00252568365813243	FAF1
ENSG00000085831	0.00889644002750488	TTC39A
ENSG00000266993	0.00778169160325022	RP4-657D16.3
ENSG00000078618	0.00410365778930064	NRD1
ENSG00000117862	0.0108336583986475	TXNDC12
ENSG00000154222	0.0339056033567608	CC2D1B
ENSG00000134748	0.0142724852195872	PRPF38A
ENSG00000116157	0.0719233879019989	GPX7
ENSG00000162378	0.00418784325417099	ZYG11B
ENSG00000121310	0.0184589173274298	ECHDC2
ENSG00000116171	0.0106535805578879	SCP2
ENSG00000174348	0.00613019341731581	PODN
ENSG00000162383	0.0156147504309254	SLC1A7
ENSG00000162384	0.012295596955685	C1orf123
ENSG00000157193	0.00546213302739307	LRP8
ENSG00000081870	0.0127483530591183	HSPB11
ENSG00000272091	0.030851837452662	RP4-758J24.5
ENSG00000212670	0.0194081010307767	AL161915.1
ENSG00000116221	0.00289866606851804	MRPL37
ENSG00000215883	0.0128668064293154	CYB5RL
ENSG00000198711	0.0211364570449665	SSBP3-AS1
ENSG00000243725	0.0271380205750392	TTC4
ENSG00000162396	0.00938259969646674	PARS2
ENSG00000162398	0.0119144181877547	C1orf177
ENSG00000162399	0.0327918891654297	BSND
ENSG00000169174	0.00874820543051597	PCSK9
ENSG00000162407	0.00699015783506343	PPAP2B
ENSG00000021852	0.0981198690253048	C8B
ENSG00000162600	0.00689777566364011	OMA1
ENSG00000184292	0.114043439011341	TACSTD2
ENSG00000172456	0.0108682650166254	FGGY
ENSG00000134709	0.00785929218606816	HOOK1
ENSG00000240563	0.0374459257575586	L1TD1
ENSG00000116641	0.0178584678480277	DOCK7
ENSG00000079739	0.00475030609654888	PGM1
ENSG00000158966	0.0163745094567014	CACHD1
ENSG00000162437	0.0608023619529868	RAVER2
ENSG00000162434	0.00418453398323438	JAK1
ENSG00000226891	0.0151071695069924	RP11-182I10.3
ENSG00000272506	0.0124355578349664	RP4-535B20.4
ENSG00000162433	0.00792120627502499	AK4
ENSG00000116678	0.0225391890665237	LEPR
ENSG00000213625	0.0285764031797435	LEPROT
ENSG00000118473	0.0345600744520173	SGIP1
ENSG00000152760	0.0513758159291695	TCTEX1D1
ENSG00000198160	0.00216340865421663	MIER1
ENSG00000116704	0.0263498363635629	SLC35D1
ENSG00000081985	0.0185472789714844	IL12RB2
ENSG00000232284	0.0318042033803561	GNG12-AS1
ENSG00000172380	0.00815620673187219	GNG12
ENSG00000116729	0.0260442547588229	WLS
ENSG00000197568	0.0202684640464733	HHLA3
ENSG00000116761	0.0245909924987404	CTH
ENSG00000172260	0.0299738879821374	NEGR1
ENSG00000254685	0.00916231564830558	FPGT
ENSG00000116783	0.0268768518265091	TNNI3K
ENSG00000272864	0.032564407150586	RP11-17E13.2
ENSG00000116791	0.0767138040642154	CRYZ
ENSG00000117054	0.00985635849399063	ACADM
ENSG00000184005	0.00369469677108389	ST6GALNAC3
ENSG00000272855	0.0113214777817284	RP5-1102E8.3
ENSG00000226415	0.00558677553908538	TPI1P1
ENSG00000154027	0.0383334372703166	AK5
ENSG00000122420	0.0176647779682669	PTGFR
ENSG00000117133	0.00442163432903832	RPF1
ENSG00000117151	0.00120962471556411	CTBS
ENSG00000117155	0.00605772708774813	SSX2IP
ENSG00000171517	0.0291665160658027	LPAR3
ENSG00000142867	0.00221468016686823	BCL10
ENSG00000153904	0.0115487869479536	DDAH1
ENSG00000117174	0.0039725680307506	ZNHIT6
ENSG00000122417	0.00722422839344545	ODF2L
ENSG00000261737	0.00840440631816946	RP4-612B15.3
ENSG00000097033	0.00288243437582199	SH3GLB1
ENSG00000183291	0.00194673674528041	SEP15
ENSG00000137944	0.021357888918867	CCBL2
ENSG00000117226	0.060657490526454	GBP3
ENSG00000162654	0.00210816817609735	GBP4
ENSG00000197147	0.060067205280521	LRRC8B
ENSG00000231613	0.0949271804813524	RP5-943J3.1
ENSG00000272931	0.0180018221727333	RP5-943J3.2
ENSG00000171492	0.00783554199161096	LRRC8D
ENSG00000097046	0.0156142938458535	CDC7
ENSG00000172031	0.0177260752522195	EPHX4
ENSG00000069712	0.00832513571339228	KIAA1107
ENSG00000273487	0.00724798394080929	RP4-621B10.8
ENSG00000067208	0.00538009238212556	EVI5
ENSG00000154511	0.00813472559502816	FAM69A
ENSG00000117500	0.00180982638126505	TMED5
ENSG00000223745	0.0852270485064736	RP4-717I23.3
ENSG00000137942	0.0266852384888917	FNBP1L
ENSG00000117528	0.0042015716781015	ABCD3
ENSG00000224081	0.0305015300765109	LINC01057
ENSG00000152078	0.00432918294946697	TMEM56
ENSG00000226026	0.0168008223918469	RP11-57H12.3
ENSG00000122481	0.012048555169575	RWDD3
ENSG00000228502	0.0111699695185821	EEF1A1P11
ENSG00000188641	0.00249770854320973	DPYD
ENSG00000162627	0.0662535497843055	SNX7
ENSG00000156869	0.0278450482518859	FRRS1
ENSG00000117620	0.00281978960405034	SLC35A3
ENSG00000156876	0.00827129738867764	SASS6
ENSG00000122477	0.0157708868960842	LRRC39
ENSG00000137996	0.0150951974336843	RTCA
ENSG00000079335	0.00662985668933798	CDC14A
ENSG00000162694	0.00921345625249897	EXTL2
ENSG00000240038	0.00386369554815822	AMY2B
ENSG00000198890	0.0328849623449675	PRMT6
ENSG00000230489	0.0342196130612729	VAV3-AS1
ENSG00000134215	0.00757221665837044	VAV3
ENSG00000226822	0.0792054551621878	RP11-356N1.2
ENSG00000085491	0.008103780441	SLC25A24
ENSG00000085433	0.00337627758155179	WDR47
ENSG00000197780	0.00639322095028411	TAF13
ENSG00000273382	0.0118270079752664	RP5-1065J22.8
ENSG00000215717	0.00701147924169007	TMEM167B
ENSG00000179902	0.0300850582981002	C1orf194
ENSG00000116299	0.171056282897526	KIAA1324
ENSG00000143126	0.00839407843540489	CELSR2
ENSG00000134222	0.0156041796272868	PSRC1
ENSG00000181754	0.0129677416997906	AMIGO1
ENSG00000116337	0.00259296961416946	AMPD2
ENSG00000168765	0.18297486955007	GSTM4
ENSG00000213366	0.0440853051032767	GSTM2
ENSG00000134184	0.0611991804586305	GSTM1
ENSG00000134201	0.123986365135689	GSTM5
ENSG00000134202	0.176500976531544	GSTM3
ENSG00000143093	0.00932906028737109	STRIP1
ENSG00000116396	0.010284842202455	KCNC4
ENSG00000134248	0.00320526575332189	LAMTOR5
ENSG00000273010	0.0245825622375975	RP11-96K19.5
ENSG00000156171	0.0121996036605884	DRAM2
ENSG00000134255	0.00508075625095781	CEPT1
ENSG00000064886	0.0826733857521578	CHI3L2
ENSG00000162777	0.00420600036074897	DENND2D
ENSG00000085465	0.0084429258607614	OVGP1
ENSG00000260948	0.0205455972268406	RP11-552M11.8
ENSG00000233337	0.0224269931840962	UBE2FP3
ENSG00000116473	0.00173939374034802	RAP1A
ENSG00000121933	0.0183628459769846	ADORA3
ENSG00000231346	0.0178377298117244	LINC01160
ENSG00000064703	0.0197072726108342	DDX20
ENSG00000007341	0.0262257193080095	ST7L
ENSG00000155380	0.0060083733703014	SLC16A1
ENSG00000232450	0.011668341056395	RP4-730K3.3
ENSG00000116793	0.00208527233152528	PHTF1
ENSG00000231128	0.0106226684107207	RP5-1073O3.2
ENSG00000226167	0.0108699755767426	AP4B1-AS1
ENSG00000134242	0.00294865186512528	PTPN22
ENSG00000188761	0.011338042624279	BCL2L15
ENSG00000134262	0.0257520873037208	AP4B1
ENSG00000163349	0.00279384719740255	HIPK1
ENSG00000197323	0.00314834382837352	TRIM33
ENSG00000116752	0.00697469483043909	BCAS2
ENSG00000175984	0.0286106356018713	DENND2C
ENSG00000173218	0.0205590085530008	VANGL1
ENSG00000163393	0.0101144398842311	SLC22A15
ENSG00000224950	0.0119003175355851	RP5-1086K13.1
ENSG00000177173	0.00919405512784699	NAP1L4P1
ENSG00000134247	0.0129718672677742	PTGFRN
ENSG00000134256	0.0390331928436952	CD101
ENSG00000116830	0.0367621173109702	TTF2
ENSG00000116874	0.0120093137433804	WARS2
ENSG00000231365	0.0322589984794167	RP11-418J17.1
ENSG00000143067	0.0132567113129142	ZNF697
ENSG00000092621	0.00664965086217317	PHGDH
ENSG00000134193	0.0327473687060605	REG4
ENSG00000273131	0.0078398201707122	RP6-42F4.1
ENSG00000188610	0.0125018280014959	FAM72B
ENSG00000198019	0.00204283156474159	FCGR1B
ENSG00000171943	0.0311393025599673	SRGAP2C
ENSG00000269996	0.00606096633734324	RP11-343N15.5
ENSG00000230850	0.0597724653807411	RP11-782C8.1
ENSG00000231360	0.219472951785413	AL592284.1
ENSG00000236943	0.035719828461537	RP11-640M9.1
ENSG00000225241	0.118984271506716	RP11-640M9.2
ENSG00000272755	0.0180870771970764	RP11-326G21.1
ENSG00000178104	0.00609402832693432	PDE4DIP
ENSG00000223380	0.0090411760548377	SEC22B
ENSG00000272709	0.0137929813585433	RP11-458D21.6
ENSG00000213240	0.0399324073628214	NOTCH2NL
ENSG00000152022	0.00476175842910841	LIX1L
ENSG00000234222	0.0199787866764044	RP11-315I20.1
ENSG00000198483	0.06492276907956	ANKRD35
ENSG00000131788	0.0112925144626449	PIAS3
ENSG00000186141	0.00716710600852027	POLR3C
ENSG00000117262	0.015550652020352	GPR89A
ENSG00000232637	0.086684620136086	WI2-3658N16.1
ENSG00000227242	0.0933885476433379	NBPF13P
ENSG00000131791	0.00771804366750131	PRKAB2
ENSG00000131778	0.0244997780206827	CHD1L
ENSG00000162836	0.0103445384973575	ACP6
ENSG00000231551	0.0158024364144478	RP11-495P10.1
ENSG00000215863	0.0478538556806361	LINC01138
ENSG00000122497	0.0261251656769882	NBPF14
ENSG00000243452	0.0181172197607778	NBPF15
ENSG00000203827	0.00939080503575238	NBPF16
ENSG00000223779	0.0295588728702594	RP11-403I13.4
ENSG00000253193	0.0147591490220352	FCGR1C
ENSG00000269501	0.0611559362225847	RP11-353N4.6
ENSG00000150337	0.0029417409981407	FCGR1A
ENSG00000261716	0.00392839544474859	RP11-196G18.22
ENSG00000184678	0.00358702294486618	HIST2H2BE
ENSG00000159164	0.00604721321868052	SV2A
ENSG00000136631	0.00364138296685228	VPS45
ENSG00000023902	0.00344771927565588	PLEKHO1
ENSG00000187145	0.00697411073551871	MRPS21
ENSG00000163125	0.00495100107734378	RPRD2
ENSG00000143369	0.010943443886932	ECM1
ENSG00000143382	0.0203821115678052	ADAMTSL4
ENSG00000237781	0.00930596721756417	RP11-54A4.2
ENSG00000143384	0.00415744053550673	MCL1
ENSG00000143457	0.00667412699087032	GOLPH3L
ENSG00000143452	0.00988891460338408	HORMAD1
ENSG00000163131	0.00359996659977709	CTSS
ENSG00000143387	0.0425548634347037	CTSK
ENSG00000143437	0.0222849968231068	ARNT
ENSG00000163141	0.0058223405539163	BNIPL
ENSG00000213190	0.00250883856467458	MLLT11
ENSG00000143458	0.00494114803962336	GABPB2
ENSG00000163155	0.00651036425191269	LYSMD1
ENSG00000159352	0.00243357137309091	PSMD4
ENSG00000143442	0.0113123266502084	POGZ
ENSG00000143367	0.00816834113339698	TUFT1
ENSG00000143436	0.00309532281422335	MRPL9
ENSG00000182134	0.0112621530885932	TDRKH
ENSG00000159445	0.0183519255829443	THEM4
ENSG00000163191	0.000712185842046162	S100A11
ENSG00000143536	0.0113524411180415	CRNN
ENSG00000163218	0.0141158983666856	PGLYRP4
ENSG00000163220	0.00103070714199655	S100A9
ENSG00000163221	0.0058177857460674	S100A12
ENSG00000196420	0.0147186577069943	S100A5
ENSG00000188015	0.0270900261347055	S100A3
ENSG00000160678	0.0354970144614362	S100A1
ENSG00000189171	0.030657333797722	S100A13
ENSG00000143553	0.00573213385244957	SNAPIN
ENSG00000143554	0.0102614108747878	SLC27A3
ENSG00000198837	0.00704711805444803	DENND4B
ENSG00000143570	0.00475397628517691	SLC39A1
ENSG00000143578	0.0145208602788817	CREB3L4
ENSG00000143543	0.00122272959906969	JTB
ENSG00000143549	0.00206535472277532	TPM3
ENSG00000143575	0.00235422815051741	HAX1
ENSG00000143515	0.00209084051418535	ATP8B2
ENSG00000160712	0.00336572384645303	IL6R
ENSG00000228264	0.0157862089317857	RP11-350G8.7
ENSG00000160716	0.0202237808965816	CHRNB2
ENSG00000160710	0.00180695101914274	ADAR
ENSG00000160691	0.0284571395478808	SHC1
ENSG00000232093	0.0173653564201442	RP11-307C12.11
ENSG00000143537	0.0266779320294091	ADAM15
ENSG00000169242	0.0102990036124938	EFNA1
ENSG00000185499	0.0168785768139871	MUC1
ENSG00000231064	0.0215516477572008	RP11-263K19.4
ENSG00000169231	0.0373467232038474	THBS3
